,Provedor,Estado,Longitude,Latitude
65785,Claro,PA,-1.42238,-48.4793
65786,Claro,PA,-1.3444,-48.44502
65831,Claro,PA,-2.46025,-54.75195
65835,Claro,PA,-1.3711,-48.43559
65836,Claro,PA,-6.01756,-49.88835
65837,Claro,PA,-2.4546666666667,-54.68647
65838,Claro,PA,-2.4322777777778,-54.75411
65839,Claro,PA,-2.4749583333333,-54.707127777778
65864,Vivo,PA,-1.6056666666667,-47.482722222222
65865,Vivo,PA,-1.6197222222222,-47.48275
65866,Vivo,PA,-1.3590555555556,-48.341611111111
65867,Vivo,PA,-1.3751944444444,-48.340416666667
65868,Vivo,PA,-1.3808611111111,-48.317527777778
65869,Vivo,PA,-1.3569444444444,-48.335055555556
65870,Vivo,PA,-1.3751111111111,-48.322944444444
65871,Vivo,PA,-1.7243888888889,-48.888194444444
65872,Vivo,PA,-2.2488055555556,-49.501916666667
65873,Vivo,PA,-2.2394444444444,-49.495472222222
65874,Vivo,PA,-1.3661944444444,-48.339083333333
65875,Vivo,PA,-1.0563055555556,-46.763388888889
65876,Vivo,PA,-1.3716666666667,-48.329722222222
65919,Vivo,PA,-6.5247222222222,-49.832972222222
65920,Vivo,PA,-6.5517777777778,-49.843527777778
66035,Vivo,PA,-2.00083,-47.94528
66061,TIM,PA,-1.3845555555556,-48.458916666667
66075,TIM,PA,-3.8469,-49.095833333333
66121,Vivo,PA,-1.75417,-47.06889
66122,Vivo,PA,-5.12722,-49.3375
66123,Vivo,PA,-2.17389,-56.09639
66124,Vivo,PA,-2.00528,-54.06778
66125,Vivo,PA,-2.50278,-54.94778
66126,Vivo,PA,-2.42639,-54.73194
66202,Claro,PA,-1.3296,-48.40073
66203,Claro,PA,-1.45844,-48.50194
66204,Claro,PA,-1.26102,-48.55957
66205,Claro,PA,-5.2887666666667,-49.076477777778
66386,TIM,PA,-1.5298222222222,-52.577625
66387,TIM,PA,-3.7773444444444,-49.568411111111
66388,TIM,PA,-8.2855833333333,-49.274305555556
66389,TIM,PA,-6.1036111111111,-49.349444444444
66390,TIM,PA,-6.1038611111111,-49.374777777778
66391,TIM,PA,-4.2458333333333,-55.985555555556
66392,TIM,PA,-2.1515694444444,-56.080988888889
66393,TIM,PA,-4.2559722222222,-49.957361111111
66394,TIM,PA,-1.7524361111111,-52.235586111111
66395,TIM,PA,-8.0549111111111,-50.032302777778
66396,TIM,PA,-8.04325,-50.006277777778
66397,TIM,PA,-6.6421666666667,-51.974772222222
66398,TIM,PA,-3.7806694444444,-49.675663888889
66582,Claro,PA,-2.69072,-54.64234
66777,TIM,PA,-5.1382777777778,-49.333
66779,TIM,PA,-2.7956944444444,-49.668
66978,TIM,PA,-3.7658333333333,-49.673055555556
66979,TIM,PA,-3.8347222222222,-49.676111111111
66980,TIM,PA,-3.7806694444444,-49.675663888889
66981,TIM,PA,-3.83425,-49.686611111111
67014,TIM,PA,-5.12722,-49.3375
67092,TIM,PA,-2.93,-48.949166666667
67693,Vivo,PA,-1.96111,-48.1975
67694,Vivo,PA,-1.3689638888889,-48.354497222222
67695,Vivo,PA,-1.0225,-46.639722222222
67696,Vivo,PA,-2.7959027777778,-49.668541666667
67697,Vivo,PA,-3.7754722222222,-49.578111111111
67698,Vivo,PA,-2.4352777777778,-54.69861
67699,Vivo,PA,-2.44528,-54.72194
67700,Vivo,PA,-2.44278,-54.74667
67701,Vivo,PA,-0.61194,-47.36917
67702,Vivo,PA,-3.0089444444444,-47.347722222222
67703,Vivo,PA,-0.594,-47.322416666667
67704,Vivo,PA,-1.20444,-46.13861
67758,Claro,PA,-1.45507,-48.50057
67759,Claro,PA,-1.39947,-48.46154
67760,Claro,PA,-1.32375,-48.46711
67761,Claro,PA,-1.3380555555556,-48.47917
67762,Claro,PA,-5.3385,-49.103016666667
67763,Claro,PA,-1.24765,-48.26995
67764,Claro,PA,-2.4718611111111,-54.725472222222
67766,Claro,PA,-0.65667,-47.26833
67767,Claro,PA,-1.415,-48.44278
67778,Claro,PA,-1.12687,-48.44576
67779,Claro,PA,-1.28265,-48.32195
67780,Claro,PA,-6.54939,-49.84219
67781,Claro,PA,-5.3829666666667,-49.12665
67782,Claro,PA,-5.268182,-49.073649
67783,Claro,PA,-5.3401138888889,-49.078411111111
67784,Claro,PA,-5.3711111111111,-49.045711111111
67840,Claro,PA,-1.2492,-48.45315
67841,Claro,PA,-5.4256194444444,-49.270088888889
67842,Claro,PA,-5.3723583333333,-49.029216666667
67843,Claro,PA,-1.36106,-48.33941
67844,Claro,PA,-0.62301944444444,-47.359169444444
67862,Vivo,PA,-3.23,-52.26917
67885,Claro,PA,-5.3696694444444,-49.104261111111
67886,Claro,PA,-1.22308,-48.54756
67961,Claro,PA,-1.26516,-48.43966
67962,Claro,PA,-1.35356,-48.46506
67963,Claro,PA,-1.392126,-48.368271
68187,Vivo,PA,-1.45861,-48.47528
68188,Vivo,PA,-2.4192361111111,-54.709419444444
68189,Vivo,PA,-1.88778,-55.12556
68190,Vivo,PA,-2.46708,-54.75941
68191,Vivo,PA,-2.455,-54.725
68192,Vivo,PA,-1.7516777777778,-52.233811111111
68193,Vivo,PA,-6.64222,-51.97472
68227,Claro,PA,-6.0721388888889,-49.879027777778
68395,TIM,PA,-1.3846166666667,-48.409911111111
68462,Claro,PA,-1.34038,-48.42336
68775,Claro,PA,-1.47222,-48.48472
68776,Claro,PA,-1.33865,-48.45909
68777,Claro,PA,-5.3655333333333,-49.122313888889
68778,Claro,PA,-2.4760277777778,-54.6845
68779,Claro,PA,-2.4563055555556,-54.76575
68819,Claro,PA,-1.388113,-48.342856
68820,Claro,PA,-1.41125,-48.48514
68821,Claro,PA,-1.29364,-48.46883
68822,Claro,PA,-1.28389,-48.45806
68823,Claro,PA,-5.38315,-49.078230555556
68824,Claro,PA,-1.38081,-48.31633
68825,Claro,PA,-6.09775,-49.88922
68826,Claro,PA,-0.59539,-47.31881
68827,Claro,PA,-2.4873805555556,-54.67505
68986,Claro,PA,-1.32831,-48.37669
68992,Claro,PA,-1.35906,-48.41692
69010,Vivo,PA,-1.9321111111111,-50.819222222222
69096,TIM,PA,-6.06139,-49.86611
69129,TIM,PA,-5.3568611111111,-49.085977777778
69264,Vivo,PA,-1.67917,-50.48222
69265,Vivo,PA,-1.4687222222222,-56.368944444444
69266,Vivo,PA,-1.3601944444444,-48.429527777778
69269,Vivo,PA,-1.46861,-56.36889
69270,Vivo,PA,-6.64333,-51.991666666667
69271,Vivo,PA,-1.7338333333333,-48.889194444444
69324,Claro,PA,-1.35861,-48.37694
69402,TIM,PA,-1.4515277777778,-48.456277777778
70045,TIM,PA,-0.71477777777778,-47.874722222222
70064,TIM,PA,-1.961,-48.198305555556
70065,TIM,PA,-0.72951111111111,-47.851952777778
70066,TIM,PA,-0.15944444444444,-50.391666666667
70068,TIM,PA,-1.7558055555556,-52.231611111111
70126,Claro,PA,-2.4380111111111,-54.690669444444
70711,Claro,PA,-6.1030305555556,-49.842127777778
70712,Claro,PA,-6.53373,-49.87485
70713,Claro,PA,-6.5099166666667,-49.852916666667
70747,TIM,PA,-5.37,-49.06222
70748,TIM,PA,-3.23167,-52.26444
70755,TIM,PA,-3.7178333333333,-53.738666666667
70874,Vivo,PA,-1.18833,-47.17111
70877,Vivo,PA,-6.06139,-49.86694
70881,Vivo,PA,-1.355,-48.411111111111
70883,Vivo,PA,-1.3880277777778,-48.430591666667
70885,Vivo,PA,-1.3589472222222,-48.453741666667
70889,Vivo,PA,-4.29056,-55.95583
70890,Vivo,PA,-1.90056,-55.51806
70894,Vivo,PA,-3.1778,-52.22169
70895,Vivo,PA,-3.17778,-52.22167
70897,Vivo,PA,-6.0536666666667,-49.858333333333
70901,Vivo,PA,-1.57639,-48.73528
71180,TIM,PA,-2.4272888888889,-54.733172222222
71238,Vivo,PA,-1.45205,-48.481383333333
71239,Vivo,PA,-1.4541111111111,-48.503
71240,Vivo,PA,-1.4483916666667,-48.498605555556
71241,Vivo,PA,-1.4492888888889,-48.497875
71242,Vivo,PA,-1.45155,-48.496655555556
71243,Vivo,PA,-1.4527111111111,-48.495377777778
71244,Vivo,PA,-1.4537333333333,-48.493263888889
71245,Vivo,PA,-1.4521777777778,-48.483
71246,Vivo,PA,-1.4518666666667,-48.477236111111
71247,Vivo,PA,-1.461375,-48.489527777778
71248,Vivo,PA,-1.4313333333333,-48.451138888889
71313,TIM,PA,-1.35583,-48.37722
71314,TIM,PA,-1.3922222222222,-48.397166666667
71315,TIM,PA,-1.3915,-48.372472222222
71316,TIM,PA,-1.3661944444444,-48.418527777778
71317,TIM,PA,-1.3384694444444,-48.375027777778
71421,Claro,PA,-1.193297,-47.170345
71544,Claro,PA,-3.1633694444444,-52.219008333333
71596,Claro,PA,-3.1735472222222,-52.190005555556
71597,Claro,PA,-3.175575,-52.174266666667
71755,TIM,PA,-1.4391111111111,-48.451444444444
71756,TIM,PA,-1.3138055555556,-47.892833333333
71907,TIM,PA,-2.0573055555556,-47.539138888889
72010,TIM,PA,-1.4219555555556,-48.456802777778
72025,TIM,PA,-1.3767222222222,-48.434277777778
72084,TIM,PA,-1.3145027777778,-48.224205555556
72085,TIM,PA,-1.34861,-48.33794
72100,Claro,PA,-3.1849805555556,-52.229358333333
72115,Claro,PA,-3.2058805555556,-52.2144
72399,TIM,PA,-1.392861,-48.429444
72401,TIM,PA,-1.3446111111111,-48.414
72402,TIM,PA,-1.3253611111111,-48.415694444444
72412,TIM,PA,-1.4726388888889,-48.490444444444
72460,TIM,PA,-3.8403277777778,-50.640730555556
72461,TIM,PA,-1.37325,-48.435222222222
72479,TIM,PA,-1.9724722222222,-48.965344444444
72480,TIM,PA,-1.5368333333333,-49.233777777778
72607,TIM,PA,-1.37667,-48.43417
72657,Claro,PA,-1.55,-48.73853
72664,Vivo,PA,-3.19167,-52.20889
72665,Vivo,PA,-6.03056,-49.88833
72666,Vivo,PA,-1.15343,-48.46927
72679,Vivo,PA,-1.62222,-48.80917
72686,Vivo,PA,-3.1918333333333,-52.208944444444
72687,Vivo,PA,-2.449,-54.7052
72688,Vivo,PA,-6.0305555555556,-49.888416666667
72689,Vivo,PA,-1.22583,-48.29639
72692,Claro,PA,-1.45,-48.48806
72700,Vivo,PA,-2.44889,-54.705
72702,Vivo,PA,-0.87,-48.11583
72704,TIM,PA,-2.99861,-47.35472
72706,Vivo,PA,-1.4478777777778,-48.486672222222
72748,Claro,PA,-1.421825,-48.456725
72749,Claro,PA,-1.38417,-48.40944
72791,Claro,PA,-3.1995888888889,-52.256741666667
72811,Vivo,PA,-3.1924861111111,-52.209169444444
72847,Vivo,PA,-3.22275,-52.2235
72848,Vivo,PA,-6.0732361111111,-49.904080555556
72850,Vivo,PA,-3.19222,-52.20917
72852,Vivo,PA,-2.55722,-54.72167
72853,Vivo,PA,-3.19194,-52.22972
72854,Vivo,PA,-1.51471,-48.04416
72857,Vivo,PA,-6.9380222222222,-49.701297222222
72957,Claro,PA,-1.45059,-48.48898
73026,TIM,PA,-6.4385222222222,-50.232058333333
73048,TIM,PA,-1.3315805555556,-48.437
73075,Vivo,PA,-8.25889,-49.28972
73076,Vivo,PA,-2.00306,-54.08083
73078,Vivo,PA,-1.107425,-48.417644444444
73097,TIM,PA,-1.387472,-48.4305
73143,Vivo,PA,-1.10722,-48.4175
73151,TIM,PA,-1.3794444444444,-48.422444444444
73211,Vivo,PA,-1.4949722222222,-48.708305555556
73251,Vivo,PA,-1.4947222222222,-48.708058333333
73259,Claro,PA,-1.45,-48.48806
73260,Claro,PA,-1.45,-48.48806
73311,Claro,PA,-3.1843944444444,-52.215202777778
73423,Claro,PA,-1.47031,-48.45839
73450,Claro,PA,-0.77278,-48.53028
73534,TIM,PA,-1.4068055555556,-48.431944444444
73537,TIM,PA,-1.3251111111111,-48.37625
73562,TIM,PA,-1.3846388888889,-48.396333333333
73621,TIM,PA,-1.3730555555556,-48.431694444444
73631,Vivo,PA,-0.59538,-47.31881
73712,TIM,PA,-1.3846388888889,-48.396333333333
73713,TIM,PA,-1.4710555555556,-48.463777777778
73714,TIM,PA,-1.4191111111111,-48.489888888889
73834,TIM,PA,-1.3944166666667,-48.429027777778
73855,Claro,PA,-1.45056,-48.48889
73989,TIM,PA,-5.34806,-49.08472
73990,TIM,PA,-0.596528,-47.323639
73991,TIM,PA,-6.091475,-49.855738888889
73992,TIM,PA,-2.4538444444444,-54.769580555556
73993,TIM,PA,-1.4022222222222,-48.4805
73994,TIM,PA,-1.3758888888889,-48.331222222222
74064,Vivo,PA,-1.38889,-48.86833
74065,Vivo,PA,-2.93556,-48.95444
74136,TIM,PA,-1.3519444444444,-48.437777777778
74137,TIM,PA,-1.3723888888889,-48.320666666667
74138,TIM,PA,-6.0704444444444,-49.878638888889
74335,Vivo,PA,-1.55033,-48.73853
74337,Vivo,PA,-2.58556,-49.50417
74371,TIM,PA,-6.08325,-49.893444444444
74429,TIM,PA,-1.4675,-48.489722222222
74430,TIM,PA,-1.3958333333333,-48.437222222222
74433,TIM,PA,-1.3736388888889,-48.242916666667
74486,TIM,PA,-1.4631111111111,-48.456583333333
74900,TIM,PA,-1.3480833333333,-48.364194444444
75145,TIM,PA,-1.3422777777778,-48.401111111111
75146,TIM,PA,-6.06875,-49.903583333333
75147,TIM,PA,-2.4338055555556,-54.722166666667
75148,TIM,PA,-0.6325,-47.34167
75435,TIM,PA,-2.4846111111111,-54.725888888889
75436,TIM,PA,-2.4333611111111,-54.709027777778
75808,TIM,PA,-5.53667,-48.72472
75842,TIM,PA,-1.3589444444444,-48.385666666667
75970,TIM,PA,-1.3319722222222,-48.378555555556
76102,Claro,PA,-1.36696,-48.42791
76103,Claro,PA,-5.3711805555556,-49.168441666667
76177,Vivo,PA,-1.2982,-48.4894
76178,Vivo,PA,-1.2982,-48.4894
76615,TIM,PA,-1.3595555555556,-48.37875
76643,TIM,PA,-1.33639,-48.36139
76664,TIM,PA,-2.227306,-49.488256
76675,TIM,PA,-5.300139,-49.081222
76676,TIM,PA,-5.3825,-49.12139
76685,TIM,PA,-5.33194,-49.09083
76686,TIM,PA,-5.37056,-49.11083
76687,TIM,PA,-5.36667,-49.12083
76691,TIM,PA,-6.05194,-49.89722
76692,TIM,PA,-6.09167,-49.89806
76718,Claro,PA,-5.35418,-49.06839
76730,Claro,PA,-0.69917,-48.51222
76745,TIM,PA,-1.39139,-48.40111
76781,Claro,PA,-1.43361,-48.46472
76783,TIM,PA,-1.35028,-48.34806
76784,TIM,PA,-1.359528,-48.456389
76802,TIM,PA,-1.38778,-48.415
76822,Claro,PA,-2.51056,-54.95361
76826,TIM,PA,-5.34111,-49.12528
76875,Vivo,PA,-1.4554388888889,-48.5045
76876,Vivo,PA,-1.4505555555556,-48.501388888889
76878,Vivo,PA,-1.4522694444444,-48.48645
76883,Vivo,PA,-1.18417,-47.18056
76887,Vivo,PA,-1.9357222222222,-47.049638888889
76893,Vivo,PA,-6.4382,-50.2319
76897,Vivo,PA,-6.4136,-50.3206
76901,Vivo,PA,-1.30389,-47.77806
76904,Vivo,PA,-1.4415361111111,-48.492394444444
76912,TIM,PA,-1.33417,-48.38861
76913,TIM,PA,-1.38306,-48.42361
76914,TIM,PA,-1.37431,-48.37867
76915,TIM,PA,-1.33472,-48.41778
76916,TIM,PA,-1.32972,-48.41694
76917,TIM,PA,-1.413167,-48.391139
76918,TIM,PA,-1.38333,-48.38833
76919,TIM,PA,-1.28944,-47.87722
76920,TIM,PA,-1.18472,-47.19167
76921,TIM,PA,-5.352361,-49.10425
76922,TIM,PA,-5.37667,-49.1225
76923,TIM,PA,-5.33694,-49.08861
76924,TIM,PA,-5.33694,-49.08611
76925,TIM,PA,-4.25631,-49.9327
76985,TIM,PA,-1.359056,-48.416917
77075,TIM,PA,-3.21306,-52.21472
77076,TIM,PA,-0.607917,-47.305139
77079,TIM,PA,-1.395,-48.42806
77136,TIM,PA,-1.30389,-48.47861
77137,TIM,PA,-1.22194,-48.55333
77138,TIM,PA,-1.406194,-48.470528
77139,TIM,PA,-1.282833,-48.468139
77140,TIM,PA,-1.2423,-48.450281
77141,TIM,PA,-1.425528,-48.466889
77142,TIM,PA,-1.356139,-48.470944
77143,TIM,PA,-1.40278,-48.43639
77144,TIM,PA,-1.377667,-48.467417
77145,TIM,PA,-1.37861,-48.44889
77146,TIM,PA,-1.3475,-48.47389
77147,TIM,PA,-1.295881,-48.475564
77148,TIM,PA,-1.313722,-48.472889
77149,Vivo,PA,-2.9780611111111,-47.363611111111
77259,TIM,PA,-6.75833,-51.17389
77260,TIM,PA,-6.745,-51.14389
77261,TIM,PA,-1.33806,-48.40694
77441,TIM,PA,-1.33417,-48.36028
77533,TIM,PA,-4.25475,-49.947583
77682,TIM,PA,-2.507222,-54.952639
77700,TIM,PA,-6.3945833333333,-48.563666666667
77702,TIM,PA,-3.9057777777778,-49.38975
77721,TIM,PA,-1.4541388888889,-48.502972222222
77849,TIM,PA,-2.42061,-54.70692
77850,TIM,PA,-2.45783,-54.75286
78157,TIM,PA,-6.09128,-49.84072
78194,TIM,PA,-1.073231,-47.279381
78196,TIM,PA,-0.89061,-47.00128
78266,TIM,PA,-1.43364,-47.91325
78268,TIM,PA,-1.04011,-47.90883
78327,TIM,PA,-1.19247,-47.32134
78379,TIM,PA,-1.4527222222222,-48.495388888889
79093,Vivo,PA,-1.26653,-48.47247
79094,Vivo,PA,-3.1755805555556,-52.174269444444
79096,Vivo,PA,-1.3394361111111,-48.424988888889
79100,Vivo,PA,-4.2955388888889,-47.557447222222
79101,Vivo,PA,-1.3870555555556,-48.333472222222
79102,Vivo,PA,-1.5253722222222,-48.62235
79105,Vivo,PA,-1.4219555555556,-48.456802777778
79106,Vivo,PA,-6.06316,-50.07391
79109,Vivo,PA,-4.44775,-49.09883
79110,Vivo,PA,-0.62302,-47.35917
79112,Vivo,PA,-3.0153,-47.353616666667
79117,Vivo,PA,-2.2672222222222,-46.973055555556
79119,Vivo,PA,-1.37355,-48.409541666667
79120,Vivo,PA,-1.7414166666667,-47.075805555556
79121,Vivo,PA,-1.7505555555556,-47.056722222222
79122,Vivo,PA,-1.516725,-48.717452777778
79125,Vivo,PA,-2.4206111111111,-48.253083333333
79126,Vivo,PA,-2.41874,-48.24196
79128,Vivo,PA,-4.7787222222222,-48.08975
79129,Vivo,PA,-4.1158888888889,-54.908444444444
79132,Vivo,PA,-1.6751,-47.77088
79133,Vivo,PA,-5.2681805555556,-49.07365
79136,Vivo,PA,-1.3841,-48.4105
79138,Vivo,PA,-2.4206944444444,-54.721638888889
79141,Vivo,PA,-1.5040805555556,-48.698338888889
79156,Vivo,PA,-1.29289,-47.96475
79157,Vivo,PA,-1.266525,-48.472466666667
79158,Vivo,PA,-3.1755805555556,-52.174269444444
79159,Vivo,PA,-1.3394361111111,-48.424988888889
79160,Vivo,PA,-1.52942,-52.57733
79161,Vivo,PA,-1.941,-54.71775
79163,Vivo,PA,-1.0629,-46.782008333333
79164,Vivo,PA,-2.9783333333333,-47.363888888889
79166,Vivo,PA,-1.1980555555556,-47.195777777778
79169,Vivo,PA,-1.3870555555556,-48.333472222222
79170,Vivo,PA,-0.60791666666667,-47.305138888889
79171,Vivo,PA,-1.5253722222222,-48.62235
79172,Vivo,PA,-1.27275,-47.93878
79174,Vivo,PA,-1.4219555555556,-48.456802777778
79176,Vivo,PA,-6.0631638888889,-50.073911111111
79177,Vivo,PA,-1.3229666666667,-48.418833333333
79178,Vivo,PA,-1.2936,-47.90748
79179,Vivo,PA,-4.44775,-49.098833333333
79180,Vivo,PA,-0.62301944444444,-47.359169444444
79181,Vivo,PA,-6.53373,-49.87485
79182,Vivo,PA,-2.0414722222222,-47.560194444444
79183,Vivo,PA,-5.23872,-49.05011
79186,Vivo,PA,-2.2672222222222,-46.973055555556
79188,Vivo,PA,-1.37355,-48.409541666667
79189,Vivo,PA,-1.7414166666667,-47.075805555556
79190,Vivo,PA,-1.7505555555556,-47.056722222222
79192,Vivo,PA,-2.99386,-47.34258
79193,Vivo,PA,-2.97833,-47.34311
79194,Vivo,PA,-3.82858,-50.63803
79195,Vivo,PA,-1.516725,-48.717452777778
79197,Vivo,PA,-2.4206111111111,-48.253083333333
79198,Vivo,PA,-2.4187444444444,-48.241961111111
79200,Vivo,PA,-4.7787222222222,-48.08975
79202,Vivo,PA,-1.6751,-47.770875
79203,Vivo,PA,-5.2681805555556,-49.07365
79206,Vivo,PA,-0.76932222222222,-47.173586111111
79207,Vivo,PA,-1.60236,-47.476277777778
79208,Vivo,PA,-1.61336,-47.46556
79209,Vivo,PA,-1.338,-48.28676
79210,Vivo,PA,-1.3841,-48.4105
79212,Vivo,PA,-2.4206944444444,-54.721638888889
79214,Vivo,PA,-3.79911,-49.67647
79215,Vivo,PA,-1.5040805555556,-48.698338888889
79219,Vivo,PA,-6.5337305555556,-49.87485
79220,Vivo,PA,-5.2387222222222,-49.050111111111
79221,Vivo,PA,-1.72225,-49.526111111111
79222,Vivo,PA,-0.76932222222222,-47.173586111111
79228,Vivo,PA,-2.9938611111111,-47.342583333333
79229,Vivo,PA,-2.9783333333333,-47.343111111111
79230,TIM,PA,-1.361833,-50.809528
79236,TIM,PA,-1.93942,-54.72733
79262,Vivo,PA,-1.5294166666667,-52.577327777778
79263,Vivo,PA,-5.3765833333333,-49.137555555556
79264,Vivo,PA,-1.941,-54.71775
79267,Vivo,PA,-1.3229666666667,-48.418833333333
79268,Vivo,PA,-1.3566944444444,-48.25125
79269,Vivo,PA,-2.9783333333333,-47.363888888889
79272,Vivo,PA,-0.60791666666667,-47.305138888889
79486,Vivo,PA,-4.25345,-55.98986
79488,Vivo,PA,-1.2984472222222,-48.48925
79889,TIM,PA,-1.34289,-48.38797
79890,TIM,PA,-1.35975,-48.42389
79891,TIM,PA,-3.21847,-52.23286
79892,TIM,PA,-5.33689,-49.07081
80043,Claro,PA,-1.45299,-48.47769
80091,TIM,PA,-0.919389,-47.92925
80096,TIM,PA,-1.961417,-47.303222
80097,TIM,PA,-1.870028,-47.391806
80098,TIM,PA,-5.431081,-49.67015
80099,TIM,PA,-5.351111,-50.275667
80100,TIM,PA,-2.518722,-49.039694
80101,TIM,PA,-2.305306,-48.77525
80102,TIM,PA,-2.095472,-48.670944
80103,TIM,PA,-0.8875,-47.732222
80104,TIM,PA,-1.98125,-47.4365
80105,TIM,PA,-2.36,-47.068083
80106,TIM,PA,-1.914622,-55.180183
80107,TIM,PA,-1.843861,-55.182333
80108,TIM,PA,-3.866194,-50.447389
80109,TIM,PA,-2.945722,-46.744861
80110,TIM,PA,-3.725306,-54.818694
80111,TIM,PA,-8.221028,-50.01425
80112,TIM,PA,-0.741194,-47.291444
80113,TIM,PA,-8.778361,-50.473583
80114,TIM,PA,-9.538833,-50.860972
80115,TIM,PA,-9.294611,-50.045389
80116,TIM,PA,-9.229111,-50.211917
80117,TIM,PA,-9.065389,-50.633222
80118,TIM,PA,-1.312222,-47.429556
80119,TIM,PA,-1.47665,-47.643569
80120,TIM,PA,-1.12875,-48.263444
80121,TIM,PA,-5.415583,-48.94425
80122,TIM,PA,-2.277111,-55.479056
80123,TIM,PA,-1.844792,-47.639236
80124,TIM,PA,-6.361333,-51.303861
80125,TIM,PA,-5.626194,-51.137361
80126,TIM,PA,-6.885889,-51.200222
80127,TIM,PA,-0.950861,-47.869
80128,TIM,PA,-2.663333,-48.833194
80129,TIM,PA,-2.433833,-48.736944
80130,TIM,PA,-1.176528,-47.000639
80131,TIM,PA,-1.153694,-46.968194
80132,TIM,PA,-0.934167,-48.166056
80133,TIM,PA,-2.061556,-46.677639
80134,TIM,PA,-1.682111,-46.711806
80135,TIM,PA,-1.488389,-46.644556
80136,TIM,PA,-6.537611,-49.406222
80137,TIM,PA,-5.745861,-48.320472
80138,TIM,PA,-1.303694,-46.331389
80144,TIM,PA,-4.965583,-49.447861
80166,TIM,PA,-1.623111,-48.800361
80167,TIM,PA,-2.438583,-48.8375
80168,TIM,PA,-3.334028,-55.322389
80169,TIM,PA,-3.946667,-55.582417
80170,TIM,PA,-2.904694,-49.659806
80171,TIM,PA,-1.093281,-47.848081
80172,TIM,PA,-2.027556,-46.262333
80173,TIM,PA,-2.010417,-46.462472
80174,TIM,PA,-0.894763,-48.666278
80175,TIM,PA,-0.909389,-48.235667
80176,TIM,PA,-0.903024,-48.231075
80177,TIM,PA,-2.375278,-49.549417
80178,TIM,PA,-2.132944,-49.316167
80179,TIM,PA,-2.498694,-49.423028
80180,TIM,PA,-2.203944,-47.226306
80181,TIM,PA,-1.9144222,-47.162686
80182,TIM,PA,-1.087333,-46.986556
80183,TIM,PA,-9.489972,-51.157611
80184,TIM,PA,-4.119789,-47.546189
80185,TIM,PA,-6.839028,-56.584056
80186,TIM,PA,-1.278583,-47.588333
80187,TIM,PA,-2.28075,-49.170667
80188,TIM,PA,-5.1110805,-49.9842
80302,TIM,PA,-1.722222,-48.88075
80470,TIM,PA,-0.815049,-47.022528
80473,TIM,PA,-1.751055,-46.399305
80506,TIM,PA,-1.402808,-48.437627
80528,TIM,PA,-3.827333,-50.627388
80563,TIM,PA,-1.070611,-46.556917
80680,TIM,PA,-2.032066667,-47.749846
80696,TIM,PA,-2.9255388,-48.9469638
80697,TIM,PA,-2.9617222,-48.9481111
80698,TIM,PA,-1.1899777,-46.143633
80699,TIM,PA,-3.8278611,-50.6290055
80700,TIM,PA,-3.8276388,-50.6393055
80775,Vivo,PA,-1.35776,-48.41073
80778,Vivo,PA,-1.90033,-55.50175
80779,Vivo,PA,-0.71174,-47.30075
80780,Vivo,PA,-1.4008,-48.37094
80782,Vivo,PA,-2.39958,-48.22836
80783,Vivo,PA,-1.53633,-48.68686
80784,Vivo,PA,-5.82105,-49.76926
80850,Vivo,PA,-1.90033,-55.50107
80851,Vivo,PA,-0.71174,-47.30075
80852,Vivo,PA,-1.30422,-48.1695
80853,Vivo,PA,-3.1652,-52.21991
80854,Vivo,PA,-1.31472,-48.16218
80872,TIM,PA,-1.513944,-48.415306
80873,TIM,PA,-3.827472,-55.494611
80915,TIM,PA,-2.5213888888889,-56.223916666667
80997,Vivo,PA,-5.82105,-49.76926
80998,Vivo,PA,-2.25669,-49.52338
81107,TIM,PA,-1.930365,-47.044188
81108,TIM,PA,-1.52575,-46.904861
81132,Vivo,PA,-0.626,-47.63367
81133,Vivo,PA,-1.36983,-48.44645
81168,TIM,PA,-0.6544436,-47.473231
81171,TIM,PA,-1.95616666,-48.350888
81175,TIM,PA,-1.164694,-47.724611
81176,TIM,PA,-2.027830556,-46.91866944
81177,TIM,PA,-1.992372222,-46.95083333
81208,TIM,PA,-5.7004444444444,-48.39925
81209,TIM,PA,-2.44,-47.14473
81210,TIM,PA,-2.48263,-47.18381
81211,TIM,PA,-1.7943611111111,-53.475472222222
81212,TIM,PA,-6.4445555555556,-48.867194444444
81213,TIM,PA,-1.4295833333333,-46.472361111111
81227,Vivo,PA,-1.3623,-48.36527
81228,Vivo,PA,-6.09147,-49.85573
81289,TIM,PA,-4.1158888888889,-54.908444444444
81290,TIM,PA,-3.828583,-50.638028
81436,Vivo,PA,-5.37468,-49.16021
81437,Vivo,PA,-3.78066,-49.67566
81438,Vivo,PA,-3.76583,-49.67305
81439,Vivo,PA,-3.83472,-49.67611
81440,Vivo,PA,-3.83425,-49.68661
81456,TIM,PA,-1.469306,-48.496444
81457,TIM,PA,-1.004361,-50.87975
81458,TIM,PA,-5.948194,-49.660417
81459,TIM,PA,-1.806237,-49.79808333
81460,TIM,PA,-2.39043,-47.54498
81461,TIM,PA,-3.45433,-52.8932
81462,TIM,PA,-2.68413,-54.64149
81463,TIM,PA,-7.832472,-50.039917
81464,TIM,PA,-8.871194,-49.7195
81465,TIM,PA,-0.853056,-47.922806
81466,TIM,PA,-6.862306,-49.1353
